id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16427142,"Urban Vintage, very central, near subway Rosemont",154735,Isabelle,,Rosemont-La Petite-Patrie,45.5334,-73.59687,Entire home/apt,68,30,2,2019-07-31,0.28,8,347
16427195,Bright Plateau Apartment with Large Balcony,34374889,Ori,,Le Plateau-Mont-Royal,45.51863,-73.57724,Entire home/apt,149,1,11,2020-01-01,0.30,1,358
16429728,"Sweet Apart, heart of downtown + 1 Free Parking",34701797,Ben A,,Ville-Marie,45.49269,-73.58053,Entire home/apt,59,1,209,2019-12-26,5.82,4,0
16436447,Appartement lumineux et très bien situé,36523083,Myriam,,Rosemont-La Petite-Patrie,45.53437,-73.59745,Entire home/apt,70,2,15,2017-10-16,0.42,1,0
16439221,Cosy Plateau apartment !,5196545,Bernard,,Le Plateau-Mont-Royal,45.51405,-73.57065,Entire home/apt,60,3,16,2017-08-21,0.43,1,0
16440591,Appartement chaleureux,5784822,Salomé,,Ville-Marie,45.53352,-73.55922,Private room,50,1,0,,,1,0
16440611,Beautiful apartment in Montreal,7733006,Jeremy,,Le Sud-Ouest,45.47816,-73.56717,Entire home/apt,101,4,5,2019-07-24,0.14,1,180
16442060,Private studio front U de M,107824704,Martin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50409,-73.6194,Entire home/apt,78,5,33,2019-12-24,1.07,1,328
16442798,"FREE PARKING, Nice & Cozy, 1 min from subway!",96808067,Antoine,,Ahuntsic-Cartierville,45.54686,-73.63866,Entire home/apt,50,1,201,2020-01-01,5.41,4,192
16443677,"FREE PARKING, Cozy 2 BR, 1 min from subway!",96808067,Antoine,,Ahuntsic-Cartierville,45.54629,-73.6388,Entire home/apt,50,1,224,2020-01-08,6.03,4,214
16446356,Chambre à 2 pas de Berri Uqam,59182882,Sarah,,Ville-Marie,45.51638,-73.55916,Private room,21,1,2,2017-04-25,0.06,1,0
16448097,Chambre lumineuse dans Parc Extension,11423731,Luciana,,Villeray-Saint-Michel-Parc-Extension,45.52996,-73.62788,Private room,25,2,6,2019-11-10,0.22,1,89
16454662,Grande chambre et cozy sur le plateau,107939907,Fannely,,Le Plateau-Mont-Royal,45.51508,-73.57195,Private room,27,1,3,2017-02-17,0.08,1,0
16454896,"Circus LOFT and art workshop, Rosemont",107938028,Camille,,Rosemont-La Petite-Patrie,45.5421,-73.57811,Entire home/apt,70,1,15,2018-05-28,0.41,1,0
16455682,"Modern appartment with yard, heart of the Plateau",104473724,Justine,,Le Plateau-Mont-Royal,45.52136,-73.57168,Entire home/apt,300,4,9,2018-08-06,0.24,1,0
16456569,"Private, Minimalist Medium Room (Mile-End/Plateau)",107959346,Samantha,,Ville-Marie,45.51595,-73.58938,Private room,14,1,3,2017-03-19,0.08,1,0
16457045,Cozy getaway in heart of Plateau,64477738,Rebecca,,Le Plateau-Mont-Royal,45.52627,-73.58426,Entire home/apt,70,2,5,2017-11-12,0.13,2,0
16457928,Gorgeous condo on 35th floor with stunning views,1799333,Tia,,Ville-Marie,45.49533,-73.56956,Entire home/apt,104,30,5,2019-10-14,0.15,5,318
16458568,O 55,47409366,Jean-Michel,,Ville-Marie,45.51507,-73.55634,Entire home/apt,189,3,73,2020-01-02,1.98,6,358
16462068,MAGNIFIQUE CONDO EN PLEIN CENTRE VILLE,108007633,Alexandra,,Ville-Marie,45.50489,-73.5626,Entire home/apt,149,2,44,2018-07-26,1.19,1,0
16463161,Sonder | La Fontaine Park | Chic 4BR,12243051,Sonder,,Le Plateau-Mont-Royal,45.52972,-73.57445,Entire home/apt,131,2,32,2019-03-23,0.86,151,50
16465618,Incredible bedroom heart of downtown,92742915,Gabriel,,Ville-Marie,45.5023,-73.57471,Private room,175,1,0,,,1,0
16467644,Cozy studio near Mcgill university,108054588,Rick,,Le Plateau-Mont-Royal,45.51229,-73.57769,Entire home/apt,80,3,5,2019-09-29,0.14,1,0
16469475,Charming master bedroom heart of DT,14813139,Ling,,Ville-Marie,45.51663,-73.55353,Entire home/apt,85,3,1,2017-01-02,0.03,1,0
16469932,Belle grande chambre à louée.,108082485,Mélissa,,Le Plateau-Mont-Royal,45.5349,-73.57297,Private room,34,3,1,2018-05-23,0.05,1,0
16474790,Top Location Fully Equipped 1 BR downtown condo,51855951,Drew,,Ville-Marie,45.49135,-73.57634,Entire home/apt,85,1,3,2019-01-01,0.08,2,0
16476560,3 Bedroom +1Parking  **Offer of 32+ days special**,26506792,Matthieu,,Ville-Marie,45.52099,-73.55187,Entire home/apt,161,1,252,2020-01-04,6.85,4,171
16476843,"Scandinavian: A gem in Plateau, parking$, Netflix",24290215,Mtl,,Le Plateau-Mont-Royal,45.53127,-73.57665,Entire home/apt,228,2,30,2019-11-10,0.87,17,295
16479088,Cosy place in the Plateau,12921171,Mehdi,,Le Plateau-Mont-Royal,45.52639,-73.58175,Entire home/apt,70,2,0,,,1,0
16480723,Cozy & Modern condo DOWNTOWN + Free Indoor Parking,100933228,Oliver,,Ville-Marie,45.50995,-73.56122,Entire home/apt,86,1,310,2020-01-13,8.39,12,178
16486802,HEART of the PLATEAU with a backyard!,97318571,Tanya,,Le Plateau-Mont-Royal,45.5222,-73.58327,Entire home/apt,61,2,10,2017-08-27,0.28,2,0
16488830,Peaceful Private Bedroom in Le Plateau Mont Royal!,76170010,Angelica,,Le Plateau-Mont-Royal,45.53668,-73.57111,Private room,50,1,17,2018-01-01,0.48,2,0
16495333,RUSTIC CHIC LOFT IN THE PLATEAU,33011209,Jason,,Le Plateau-Mont-Royal,45.52079,-73.59191,Entire home/apt,72,3,222,2020-01-09,6.01,8,324
16504725,Cottage style loft in downtown Montréal,41003256,Bonjour Hi,,Ville-Marie,45.49639,-73.57524,Entire home/apt,119,1,253,2019-12-17,6.91,18,44
16504919,Master bedroom with sunlight near Metro,106502855,Francis,,Le Sud-Ouest,45.47489,-73.55963,Private room,30,14,0,,,1,0
16505363,Gorgeous 2 floor house || 3 rooms,84000493,Yasuko,,Le Plateau-Mont-Royal,45.52377,-73.59283,Entire home/apt,300,2,1,2018-01-01,0.04,4,89
16505565,Pretty Room in Gorgeous 2 floor Apt,84000493,Yasuko,,Le Plateau-Mont-Royal,45.52436,-73.59297,Private room,117,2,21,2019-11-08,0.66,4,73
16516437,Private Event Space an 18th Century Cave,10694339,Nelson,,Ville-Marie,45.50916,-73.55107,Entire home/apt,500,1,136,2019-12-30,3.73,1,355
16516570,Entire home (one bedroom) Plateau area,51640406,Constant,,Le Plateau-Mont-Royal,45.51863,-73.57398,Entire home/apt,60,3,9,2020-01-02,0.26,1,0
16517991,Appartement douillet d'un triplex montréalais.,94658962,Richard,,Rosemont-La Petite-Patrie,45.54964,-73.5972,Entire home/apt,57,3,6,2019-01-02,0.17,2,0
16518371,Plaza 2 Bachelor Getaway Modern Clean Liv MTL 5 ★⚡️,73995257,Liv Mtl,,Rosemont-La Petite-Patrie,45.53651,-73.6054,Entire home/apt,748,2,61,2020-01-01,1.96,46,311
16518809,COSY DOWNTOWN APPART FULL OF CHARM,108605371,Olga,,Ville-Marie,45.51152,-73.56949,Entire home/apt,145,1,84,2019-12-30,2.34,1,187
16518928,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49636,-73.58361,Entire home/apt,30,32,8,2019-09-21,0.24,67,319
16519102,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49633,-73.58269,Entire home/apt,30,32,9,2019-12-23,0.29,67,346
16519581,Chambre spacieuse et cosy proche du centre ville.,96863739,Cora,,Ville-Marie,45.53196,-73.54818,Private room,25,1,35,2017-07-24,0.96,1,0
16519910,YOUR BEST LOCATION TO ENJOY MTL!,47744767,Cynthia,,Le Sud-Ouest,45.48331,-73.58373,Entire home/apt,124,1,275,2019-12-27,7.45,3,164
16526107,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49717,-73.58342,Entire home/apt,30,32,7,2019-11-15,0.24,67,339
16526587,Family Friendly Home - Plateau Mont-Royal.,20160534,Isabelle & Kurt,,Le Plateau-Mont-Royal,45.5186,-73.5765,Entire home/apt,309,3,11,2019-07-14,0.34,1,0
16529963,Luxury Condo Old Port/Convention Centre/Downtown 6,50027321,Didi,,Ville-Marie,45.5047,-73.55861,Entire home/apt,80,1,106,2019-12-24,2.86,21,51
16530869,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,,Ville-Marie,45.49742,-73.58165,Entire home/apt,29,32,8,2019-12-14,0.25,67,304
16531352,Walking distance to everywhere  #50-1,51231052,Hamid,,Le Plateau-Mont-Royal,45.50971,-73.57586,Private room,35,1,160,2019-08-23,4.32,3,0
16533760,Condo at Tour des Canadiens,38403444,Philip,,Ville-Marie,45.49498,-73.57002,Entire home/apt,103,2,39,2018-01-01,1.11,1,0
16537996,"Sweet room, in a great location",108814723,Clea,,Le Plateau-Mont-Royal,45.51887,-73.57656,Private room,50,1,5,2017-08-07,0.14,1,0
16540483,"Appart. au coeur de St-Henri, 1min du métro",21053532,Bérangère,,Le Sud-Ouest,45.48091,-73.57885,Entire home/apt,70,3,0,,,1,0
16542054,Luxury Condo1 Near the Montreal Old Port,46286238,Elite,,Ville-Marie,45.50407,-73.55835,Entire home/apt,67,2,172,2019-01-27,4.67,4,0
16546716,2/3 duplex equipped for 6 person + parking,43034174,Myroslav,,LaSalle,45.4281,-73.63649,Entire home/apt,180,1,0,,,3,0
16556066,grand 3 1/2 au coeur du Plateau Mont-Royal,7010027,Armand,,Le Plateau-Mont-Royal,45.53132,-73.57862,Entire home/apt,50,10,0,,,1,0
16560246,Luxurious big bedroom + private bathroom,109061385,Chuyao,,Ville-Marie,45.49178,-73.58595,Private room,80,1,14,2018-08-26,0.42,1,0
16568960,Luminous plateau appartment,18602681,Simon,,Le Plateau-Mont-Royal,45.53816,-73.58177,Entire home/apt,52,10,0,,,1,0
16570933,Your Room in the middle of the Village (down town),2090867,Pedro,,Ville-Marie,45.52205,-73.56054,Private room,50,2,43,2019-11-11,1.19,1,89
16571206,Large downtown 3bdr heart of Montreal,3412733,Tomas,,Le Plateau-Mont-Royal,45.50856,-73.57675,Entire home/apt,251,2,8,2017-12-31,0.23,1,0
16573555,Charmant appart au centre-ville,3502027,Tarek,,Ville-Marie,45.49282,-73.58147,Entire home/apt,50,3,0,,,1,0
16575742,Luxurious Condo in the greatest LOCATION!!,61632862,Cassandra,,Ville-Marie,45.50499,-73.56015,Entire home/apt,80,2,17,2017-04-23,0.49,1,0
16577747,CHARMING 2BEDROOMS WITH TERRACE - PLATEAU,35628290,Rodolphe,,Le Plateau-Mont-Royal,45.54055,-73.58101,Entire home/apt,59,2,66,2019-12-27,1.87,1,334
16578351,Sunny room (queen bed) with desk close to metro,4881131,Marie-Claude,,Mercier-Hochelaga-Maisonneuve,45.55974,-73.53888,Private room,34,32,12,2019-12-08,0.34,2,284
16578578,CHIC & MODERN APARTMENT - MILE END LAURIER,109257618,Anika,,Le Plateau-Mont-Royal,45.52524,-73.59362,Entire home/apt,69,2,159,2020-01-08,4.36,2,321
16579559,Chambre de sultane sur le Plateau Mont Royal,109239692,Arianne,,Le Plateau-Mont-Royal,45.53461,-73.56918,Private room,44,1,0,,,1,0
16579596,"Park View, near Metro, Groceries, Mall, Restos etc",107289387,Jason,,Ville-Marie,45.49063,-73.58311,Entire home/apt,95,120,0,,,3,287
16584741,Sofa bed,26761910,Jaime,,Ville-Marie,45.51642,-73.55531,Shared room,30,1,5,2019-07-06,0.27,1,179
16585007,"En plein cœur de Rosemont, calme et  ensoleillé. À 20 Minutes du centre-ville.",96673253,Stephane,,Rosemont-La Petite-Patrie,45.56589,-73.57724,Entire home/apt,134,1,64,2018-11-25,2.07,1,0
16601269,Cozy getaway in heart of Plateau,64477738,Rebecca,,Le Plateau-Mont-Royal,45.52604,-73.5835,Shared room,35,1,0,,,2,0
16602087,Beautiful apartment on Plateau,38190621,Samandis,,Le Plateau-Mont-Royal,45.51743,-73.5704,Entire home/apt,150,2,58,2019-10-27,1.64,2,271
16603438,"Bright, relax, comfy room with private balcony",16067732,Michel,,Le Plateau-Mont-Royal,45.53045,-73.58106,Private room,35,2,4,2017-09-27,0.12,2,0
16604077,"Charming ground floor getaway, heart of plateau!",3438882,Anna,,Westmount,45.4775,-73.60483,Entire home/apt,85,3,2,2019-08-07,0.12,1,88
16612938,"Comfortable & Calm room ,3 mins to Metro",109646890,Kevin,,Le Sud-Ouest,45.4482,-73.59392,Private room,29,2,34,2018-11-30,1.14,5,0
16615792,"Grand deux pièces, charmant et calme",109676681,Antonin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50372,-73.65913,Entire home/apt,47,2,0,,,1,0
16619230,pour les couples ou celibataire,232133,Marc,,Le Plateau-Mont-Royal,45.53156,-73.58289,Entire home/apt,64,2,10,2017-09-07,0.27,1,0
16619748,Bedroom with den near Metro Vendome & CUSM hospita,103493009,Frederick,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46932,-73.60807,Private room,26,1,91,2020-01-03,2.65,3,51
16630924,* Et voilà !  1BDR (kingsize B)  Private backyard*,28001168,Lauriane,,Le Plateau-Mont-Royal,45.52056,-73.5836,Entire home/apt,69,5,19,2019-03-03,0.52,1,37
16632088,Bright & Chill Bedroom in the Soul of Plateau,7932609,Chloe,,Le Plateau-Mont-Royal,45.53055,-73.57767,Private room,40,2,5,2017-12-31,0.17,1,0
16634546,"Room in an old renovated building in ""le plateau""",39738127,Hugo,,Le Plateau-Mont-Royal,45.52145,-73.56658,Private room,27,2,30,2019-03-01,0.83,4,0
16635385,Luxurious Downtown Condo,37831790,Marco,,Ville-Marie,45.51428,-73.55381,Entire home/apt,249,2,30,2020-01-01,0.85,3,359
16635838,Trendy apartment / mile-end,1679219,Léa,,Le Plateau-Mont-Royal,45.52591,-73.61086,Entire home/apt,131,2,11,2019-08-02,0.34,1,0
16643615,Apartment near Jean Talon Market,109986383,Katie,,Rosemont-La Petite-Patrie,45.53479,-73.61339,Entire home/apt,74,2,6,2017-05-05,0.17,1,0
16644508,Sunny & bright in the Plateau Mont-Royal,44221757,Cathy,,Le Plateau-Mont-Royal,45.5238,-73.58231,Entire home/apt,129,2,86,2019-12-27,2.57,2,123
16645134,Château Esplanade Upstairs Room,75073324,L.A.,,Le Plateau-Mont-Royal,45.51729,-73.58653,Private room,74,1,3,2017-08-07,0.08,2,0
16645963,Appartement Classique,110009026,Marc-André,,Verdun,45.46379,-73.56568,Entire home/apt,39,1,8,2017-10-23,0.22,1,83
16649516,Beautifull little appartment in Montreal,110048045,Ilona,,Ahuntsic-Cartierville,45.55747,-73.65878,Entire home/apt,35,6,0,,,1,0
16650502,Cozy Room Heart of the Plateau,2097150,Nick,,Le Plateau-Mont-Royal,45.52793,-73.5646,Private room,39,2,6,2018-10-08,0.23,2,0
16658065,"Chaleureux Studio, près du centre-ville",17809572,Caroline,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49457,-73.62473,Entire home/apt,74,3,11,2018-08-11,0.30,2,33
16660035,Historic Old Port Condo!,37831790,Marco,,Ville-Marie,45.5131,-73.55568,Entire home/apt,258,2,28,2019-10-27,0.84,3,356
16661382,Grande chambre dans Montréal près du Mont-Royal,61686983,Élodie,,Le Plateau-Mont-Royal,45.51663,-73.58211,Private room,27,5,3,2017-03-06,0.08,1,0
16661670,Joli appartement dans Verdun à deux pas du métro!,23912142,Andrée-Anne,,Verdun,45.45919,-73.56913,Entire home/apt,44,1,10,2020-01-01,0.40,1,43
16663254,Cozy apartment - close to Parc Jean-Drapeau,70329893,Bruno,,Ville-Marie,45.53199,-73.55064,Entire home/apt,194,3,3,2019-08-05,0.47,1,0
16665026,Plaza3 Big Bachelorette & Bachelor Getaway Wow 5★⚡️,73995257,Liv Mtl,,Rosemont-La Petite-Patrie,45.53727,-73.60554,Entire home/apt,748,2,64,2019-11-11,2.06,46,318
16665335,Montrel One bedroom,46934124,Jin,,Le Sud-Ouest,45.48678,-73.58019,Private room,197,7,0,,,1,90
16672463,Grande chambre proche Metro Mont-Royal,31863205,Tatiana,,Le Plateau-Mont-Royal,45.52626,-73.57953,Private room,27,4,3,2017-02-19,0.08,1,0
16673350,Jolie grande chambre métro berri,58743992,Guillaume,,Ville-Marie,45.51535,-73.56253,Private room,40,2,0,,,1,0
16673641,Belle chambre près du centre-ville,104960941,Ébène,,Le Sud-Ouest,45.48411,-73.57908,Private room,35,1,68,2018-09-18,1.95,1,0
16673765,Sunny apartment in Villeray,110315392,Robin,,Villeray-Saint-Michel-Parc-Extension,45.54325,-73.61989,Entire home/apt,101,2,128,2020-01-07,3.62,1,97
16674493,"Charmant 3 1/2 Plateau Mont-Royal, 1 à 4 pers.",21004397,Ariane,,Le Plateau-Mont-Royal,45.53568,-73.56889,Entire home/apt,60,12,12,2019-10-30,0.40,1,20
16675703,Cozy and calm room on the top floor in Rosemont.,110339541,Alexis,,Rosemont-La Petite-Patrie,45.5434,-73.60958,Private room,50,1,29,2019-09-01,1.08,1,0
16677662,Grande chambre confortable,4068381,Jennifer,,Outremont,45.51822,-73.611,Private room,80,2,17,2018-10-19,0.78,2,365
16677773,Gauguine et Cie,14649342,Louise,,Villeray-Saint-Michel-Parc-Extension,45.5387,-73.62321,Private room,80,5,0,,,1,10
16686558,Appartement douillet avec plantes,1917778,Lauriane,,Mercier-Hochelaga-Maisonneuve,45.54734,-73.53879,Entire home/apt,110,2,4,2019-05-20,0.11,1,0
16686759,Parking+2 min subway Côte-des-Neiges,90719339,Jandyra,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49838,-73.62278,Entire home/apt,90,2,72,2019-12-29,2.04,2,364
16686883,Collocation du Havre,52706267,Étienne,,Ville-Marie,45.52816,-73.56239,Private room,40,3,0,,,1,0
16688622,Beau grand logement,71890511,Chantal,,Mercier-Hochelaga-Maisonneuve,45.54966,-73.54142,Entire home/apt,95,7,6,2017-08-07,0.17,1,0
16691106,Sunny cactus oasis in the middle of downtown.,63919134,Loc & Marie,,Westmount,45.48879,-73.58387,Entire home/apt,125,14,0,,,1,0
16691917,Cozy Warm fully furnished apartment,7398555,Domenic,,Lachine,45.4337,-73.69563,Entire home/apt,69,3,13,2018-01-20,0.37,1,0
16699147,Room for rent,40905576,Van,,Rosemont-La Petite-Patrie,45.5354,-73.59648,Shared room,50,9,0,,,1,83
16702933,Central Plateau Near Everything,40339712,Felix,,Le Plateau-Mont-Royal,45.52242,-73.57872,Entire home/apt,70,3,86,2019-12-30,2.36,1,21
16704283,Beautiful condo in Montreal's old port,109629769,Thierry,,Ville-Marie,45.50296,-73.55448,Entire home/apt,90,2,0,,,1,0
16706767,Little Homestay on the Plateau!,32604430,Jennifer,,Le Plateau-Mont-Royal,45.5221,-73.57136,Private room,30,30,0,,,2,268
16707172,"New, Bright & Modern Condos Le Jasmin 2875",32033356,Amara,,Saint-Laurent,45.51661,-73.72134,Entire home/apt,64,14,21,2020-01-03,0.59,2,365
16709470,Jardin de Chabot,5050606,Stéphanie Et Vincent,,Le Plateau-Mont-Royal,45.53639,-73.57612,Entire home/apt,101,7,2,2017-08-17,0.06,1,67
16710430,Cozy Plateau Apartment in Charming Neighborhood,10257207,Eleanor,,Le Plateau-Mont-Royal,45.53364,-73.5846,Entire home/apt,78,1,31,2017-10-04,0.88,1,0
16710798,Double room in the heart of Montreal,18576980,David,,Le Plateau-Mont-Royal,45.51808,-73.57353,Entire home/apt,25,2,3,2017-07-14,0.10,1,0
16710949,Lux Apt - 3 Bedroom 2 Bathroom Apartment,56209583,Lawrence,,Le Plateau-Mont-Royal,45.51868,-73.58033,Entire home/apt,456,2,5,2019-09-10,0.15,4,340
16714560,Pied à terre Centre ville / Downtown condo.,110764591,Alexandre,,Ville-Marie,45.50821,-73.57058,Entire home/apt,125,90,6,2019-08-15,0.19,1,365
16716976,"Beautiful, Charming 1920s Renovated House near Downtown",23432742,Jean,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46912,-73.61172,Entire home/apt,134,2,127,2019-12-28,3.52,2,121
16717058,Charming bedroom in the Heart of Plateau,29650341,Mariepier,,Le Plateau-Mont-Royal,45.52244,-73.57764,Private room,40,5,4,2018-08-05,0.12,1,0
16719160,20% OFF! Artsy Downtown Loft,33110583,Baris Kaan,,Ville-Marie,45.51208,-73.56183,Entire home/apt,39,2,94,2020-01-05,2.62,1,20
16719318,Spacious and modern in Verdun,34827647,Catherine,,Verdun,45.46571,-73.56944,Entire home/apt,89,3,2,2017-10-09,0.06,1,0
16725901,Belle et grosse chambre/Beautiful spacious room,26364481,Jean-Philippe,,Mercier-Hochelaga-Maisonneuve,45.57648,-73.5554,Private room,60,5,4,2019-08-31,0.13,1,196
16735279,Bright Open Concept Studio Downtown,110979120,Khaled,,Ville-Marie,45.49329,-73.57949,Entire home/apt,78,1,46,2017-11-15,1.29,2,0
16737144,Studio Downtown close McGill Univeristy,28136362,Mariana,,Le Plateau-Mont-Royal,45.51153,-73.57691,Entire home/apt,70,3,1,2017-02-11,0.03,1,0
16737310,Beautiful Loft in Plateau-Mont Royal,27754821,Ohm,,Le Plateau-Mont-Royal,45.51903,-73.58415,Entire home/apt,70,2,8,2019-12-09,0.35,1,15
16738763,Cozy room in the heart of Plateau Mont-Royal,7887367,Nour,,Le Plateau-Mont-Royal,45.52088,-73.57715,Private room,39,2,3,2017-02-11,0.08,1,0
16739912,Large 3 Bdr with parking downtown Mtl near metro,57185344,Patrick,,Westmount,45.48462,-73.58358,Entire home/apt,168,2,105,2020-01-01,2.97,28,114
16749373,Beautiful renovated apartment-Marché Jean-Talon,85388203,Isabelle,,Villeray-Saint-Michel-Parc-Extension,45.53662,-73.61636,Entire home/apt,300,3,11,2019-07-28,0.36,1,0
16755151,Lovely 2 bedroom condo in Jean-Talon area.,1024509,Katie,,Villeray-Saint-Michel-Parc-Extension,45.52984,-73.62283,Entire home/apt,90,30,19,2019-09-28,0.55,2,263
16755453,Room downtown close to everything,65104520,Paul,,Le Plateau-Mont-Royal,45.51579,-73.57245,Private room,67,2,48,2017-09-01,1.32,1,0
16756793,"Spacious, in the Heart of it All!",5988589,Anna,,Le Plateau-Mont-Royal,45.51067,-73.57027,Private room,55,1,0,,,2,365
16761848,"2 Bedroom Comfortable Apartment, Private Backyard!",111246565,Justin,,Le Sud-Ouest,45.46939,-73.59055,Entire home/apt,134,4,51,2019-01-01,1.64,3,0
16763665,Warm and cozy apartment near Jean-Talon Market,86720580,Annie-Kim,,Rosemont-La Petite-Patrie,45.53558,-73.61153,Entire home/apt,110,4,7,2018-05-05,0.20,1,0
16766673,"Large Apartment, Beautiful Mile End",53953723,Kim,,Le Plateau-Mont-Royal,45.52582,-73.60961,Entire home/apt,39,5,6,2017-12-27,0.17,1,0
16768705,"Cosy room in Montréal, near Jean Talon market",111318219,Marion,,Rosemont-La Petite-Patrie,45.54288,-73.60903,Private room,18,2,6,2017-08-05,0.17,1,0
16768713,Spacious Homely Apartment in the Heart of it All!,5988589,Anna,,Ville-Marie,45.51158,-73.56944,Private room,65,1,0,,,2,89
16770353,Cozy room close to all you need to enjoy your stay,6814327,Andreea,,Villeray-Saint-Michel-Parc-Extension,45.54544,-73.62709,Private room,20,2,29,2018-11-30,0.83,2,0
16771191,"LE P'TIT BONHEUR
Studio propre, propre, près métro",111349211,Christiane,,Mercier-Hochelaga-Maisonneuve,45.57613,-73.54052,Entire home/apt,60,3,65,2019-11-03,2.03,1,224
